Média PRECIPITACAO TOTAL, HORARIO (mm);Média PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);Média PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);Média PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);Média RADIACAO GLOBAL (KJ/m2);Média TEMPERATURA DO AR - BULBO SECO, HORARIA (oC);Média TEMPERATURA DO PONTO DE ORVALHO (oC);Média TEMPERATURA MAXIMA NA HORA ANT. (AUT) (oC);Média TEMPERATURA MINIMA NA HORA ANT. (AUT) (oC);Média TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (oC);Média TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (oC);Média UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);Média UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);Média UMIDADE RELATIVA DO AR, HORARIA (%);Média VENTO, DIRECAO HORARIA (gr) (o (gr));Média VENTO, RAJADA MAXIMA (m/s);Média VENTO, VELOCIDADE HORARIA (m/s)
0,21166881166881168;909,6001287001288;909,906392106392;909,3681681681683;1366,1029815529814;21,773273273273272;14,953517803517801;22,46881166881167;20,704247104247102;15,792685542685543;14,156885456885457;74,03968253968254;65,64607464607465;68,96031746031746;178,56713856713856;4,801565851565852;1,7803517803517803
