Média PRECIPITACAO TOTAL, HORARIO (mm);Média PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);Média PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);Média PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);Média RADIACAO GLOBAL (KJ/m2);Média TEMPERATURA DO AR - BULBO SECO, HORARIA (oC);Média TEMPERATURA DO PONTO DE ORVALHO (oC);Média TEMPERATURA MAXIMA NA HORA ANT. (AUT) (oC);Média TEMPERATURA MINIMA NA HORA ANT. (AUT) (oC);Média TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (oC);Média TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (oC);Média UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);Média UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);Média UMIDADE RELATIVA DO AR, HORARIA (%);Média VENTO, DIRECAO HORARIA (gr) (o (gr));Média VENTO, RAJADA MAXIMA (m/s);Média VENTO, VELOCIDADE HORARIA (m/s)
0,15228999348817018;896,6075537225961;896,8952463642283;896,3871934013457;1368,3618406772302;20,8289776427176;13,970479704797048;21,56242674191448;19,636965487301932;14,793726937269373;13,071109181680052;73,15563273279791;64,74169741697418;68,13891903624919;152,1903624918602;4,407163012806598;1,5197525504666811
