Média PRECIPITACAO TOTAL, HORARIO (mm) Total;Média PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB) Total;Média PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB) Total;Média PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB) Total;Média RADIACAO GLOBAL (KJ/m2) Total;Média TEMPERATURA DO AR - BULBO SECO, HORARIA (oC) Total;Média TEMPERATURA DO PONTO DE ORVALHO (oC) Total;Média TEMPERATURA MAXIMA NA HORA ANT. (AUT) (oC) Total;Média TEMPERATURA MINIMA NA HORA ANT. (AUT) (oC) Total;Média TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (oC) Total;Média TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (oC) Total;Média UMIDADE REL. MAX. NA HORA ANT. (AUT) (%) Total;Média UMIDADE REL. MIN. NA HORA ANT. (AUT) (%) Total;Média UMIDADE RELATIVA DO AR, HORARIA (%) Total;Média VENTO, DIRECAO HORARIA (gr) (o (gr)) Total;Média VENTO, RAJADA MAXIMA (m/s) Total;Média VENTO, VELOCIDADE HORARIA (m/s) Total
0,1132905697790609;909,1807222320846;909,4933538252548;908,961698051037;1495,1427171250225;22,85072456212029;13,48398750788222;23,68724610408116;21,571246744826652;14,413398991395784;12,573486016791616;65,22937691946763;56,45523972616043;59,84194280068272;152,45343851543635;5,492028798884379;2,198578677558611
