Média PRECIPITACAO TOTAL, HORARIO (mm) Total;Média PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB) Total;Média PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB) Total;Média PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB) Total;Média RADIACAO GLOBAL (KJ/m2) Total;Média TEMPERATURA DO AR - BULBO SECO, HORARIA (oC) Total;Média TEMPERATURA DO PONTO DE ORVALHO (oC) Total;Média TEMPERATURA MAXIMA NA HORA ANT. (AUT) (oC) Total;Média TEMPERATURA MINIMA NA HORA ANT. (AUT) (oC) Total;Média TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (oC) Total;Média TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (oC) Total;Média UMIDADE REL. MAX. NA HORA ANT. (AUT) (%) Total;Média UMIDADE REL. MIN. NA HORA ANT. (AUT) (%) Total;Média UMIDADE RELATIVA DO AR, HORARIA (%) Total;Média VENTO, DIRECAO HORARIA (gr) (o (gr)) Total;Média VENTO, RAJADA MAXIMA (m/s) Total;Média VENTO, VELOCIDADE HORARIA (m/s) Total
0,19829827820470297;908,6080498457359;908,9094418581674;908,378012264594;1346,6138826444744;21,568099375175564;14,825173919375784;22,31746192844962;20,451830122887284;15,660640761542219;13,958722273986318;73,63833521012819;65,1945416912089;68,70291061492918;159,91167601200453;5,177017209926;1,9968140008766269
