CIDADES,MESORREGIOES,MICRORREGIOES,ANO,PRODUCAO,ALTITUDE NO NIVEL DO MAR,MEDIA DE PRECIPITACAO TOTAL,MEDIA DE PRESSAO ATMOSFERICA,MEDIA DE RADIACAO GLOBAL,MEDIA DE TEMPERATURA DO AR,MEDIA DE TEMPERATURA DO PONTO DE ORVALHO,MEDIA DE UMIDADE RELATIVA DO AR,MEDIA DE VELOCIDADE DO VENTO
Boa Esperanca,Sul Sudoeste de Minas,Varginha,2012,1560,798,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Boa Esperanca,Sul Sudoeste de Minas,Varginha,2013,1440,798,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Boa Esperanca,Sul Sudoeste de Minas,Varginha,2014,1152,798,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Boa Esperanca,Sul Sudoeste de Minas,Varginha,2015,1260,798,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Boa Esperanca,Sul Sudoeste de Minas,Varginha,2016,1920,798,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Boa Esperanca,Sul Sudoeste de Minas,Varginha,2017,2530,798,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Boa Esperanca,Sul Sudoeste de Minas,Varginha,2018,1800,798,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Boa Esperanca,Sul Sudoeste de Minas,Varginha,2019,1920,798,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Boa Esperanca,Sul Sudoeste de Minas,Varginha,2020,2063,798,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Boa Esperanca,Sul Sudoeste de Minas,Varginha,2021,1570,798,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Bom Jesus da Penha,Sul Sudoeste de Minas,Passos,2012,2580,971,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Bom Jesus da Penha,Sul Sudoeste de Minas,Passos,2013,2442,971,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Bom Jesus da Penha,Sul Sudoeste de Minas,Passos,2014,2000,971,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Bom Jesus da Penha,Sul Sudoeste de Minas,Passos,2015,1800,971,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Bom Jesus da Penha,Sul Sudoeste de Minas,Passos,2016,1920,971,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Bom Jesus da Penha,Sul Sudoeste de Minas,Passos,2017,2222,971,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Bom Jesus da Penha,Sul Sudoeste de Minas,Passos,2018,1800,971,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Bom Jesus da Penha,Sul Sudoeste de Minas,Passos,2019,2220,971,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Bom Jesus da Penha,Sul Sudoeste de Minas,Passos,2020,1986,971,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Bom Jesus da Penha,Sul Sudoeste de Minas,Passos,2021,1520,971,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Botelhos,Sul Sudoeste de Minas,Pocos de Caldas,2012,1380,944,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Botelhos,Sul Sudoeste de Minas,Pocos de Caldas,2013,1560,944,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Botelhos,Sul Sudoeste de Minas,Pocos de Caldas,2014,1740,944,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Botelhos,Sul Sudoeste de Minas,Pocos de Caldas,2015,1440,944,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Botelhos,Sul Sudoeste de Minas,Pocos de Caldas,2016,1200,944,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Botelhos,Sul Sudoeste de Minas,Pocos de Caldas,2017,1881,944,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Botelhos,Sul Sudoeste de Minas,Pocos de Caldas,2018,2065,944,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Botelhos,Sul Sudoeste de Minas,Pocos de Caldas,2019,1920,944,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
