CIDADES,MESORREGIOES,MICRORREGIOES,ANO,PRODUCAO,ALTITUDE NO NIVEL DO MAR,MEDIA DE PRECIPITACAO TOTAL,MEDIA DE PRESSAO ATMOSFERICA,MEDIA DE RADIACAO GLOBAL,MEDIA DE TEMPERATURA DO AR,MEDIA DE TEMPERATURA DO PONTO DE ORVALHO,MEDIA DE UMIDADE RELATIVA DO AR,MEDIA DE VELOCIDADE DO VENTO
Campo do Meio,Sul Sudoeste de Minas,Varginha,2015,900,856,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Campo do Meio,Sul Sudoeste de Minas,Varginha,2016,1800,856,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Campo do Meio,Sul Sudoeste de Minas,Varginha,2017,2084,856,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Campo do Meio,Sul Sudoeste de Minas,Varginha,2018,1823,856,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Campo do Meio,Sul Sudoeste de Minas,Varginha,2019,1620,856,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Campo do Meio,Sul Sudoeste de Minas,Varginha,2020,2400,856,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Campo do Meio,Sul Sudoeste de Minas,Varginha,2021,1256,856,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Campos Gerais,Sul Sudoeste de Minas,Varginha,2012,1650,838,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Campos Gerais,Sul Sudoeste de Minas,Varginha,2013,1224,838,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Campos Gerais,Sul Sudoeste de Minas,Varginha,2014,1150,838,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Campos Gerais,Sul Sudoeste de Minas,Varginha,2015,1320,838,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Campos Gerais,Sul Sudoeste de Minas,Varginha,2016,2500,838,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Campos Gerais,Sul Sudoeste de Minas,Varginha,2017,1807,838,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Campos Gerais,Sul Sudoeste de Minas,Varginha,2018,2210,838,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Campos Gerais,Sul Sudoeste de Minas,Varginha,2019,1591,838,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Campos Gerais,Sul Sudoeste de Minas,Varginha,2020,2691,838,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Campos Gerais,Sul Sudoeste de Minas,Varginha,2021,1589,838,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Capetinga,Sul Sudoeste de Minas,Passos,2012,1812,788,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Capetinga,Sul Sudoeste de Minas,Passos,2013,1500,788,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Capetinga,Sul Sudoeste de Minas,Passos,2014,1590,788,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Capetinga,Sul Sudoeste de Minas,Passos,2015,1200,788,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Capetinga,Sul Sudoeste de Minas,Passos,2016,1930,788,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Capetinga,Sul Sudoeste de Minas,Passos,2017,2091,788,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Capetinga,Sul Sudoeste de Minas,Passos,2018,2700,788,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Capetinga,Sul Sudoeste de Minas,Passos,2019,2040,788,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Capetinga,Sul Sudoeste de Minas,Passos,2020,2214,788,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Capetinga,Sul Sudoeste de Minas,Passos,2021,1640,788,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Carmo da Cachoeira,Sul Sudoeste de Minas,Varginha,2012,1320,919,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Carmo da Cachoeira,Sul Sudoeste de Minas,Varginha,2013,1380,919,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Carmo da Cachoeira,Sul Sudoeste de Minas,Varginha,2014,1150,919,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Carmo da Cachoeira,Sul Sudoeste de Minas,Varginha,2015,1260,919,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Carmo da Cachoeira,Sul Sudoeste de Minas,Varginha,2016,1440,919,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Carmo da Cachoeira,Sul Sudoeste de Minas,Varginha,2017,1735,919,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Carmo da Cachoeira,Sul Sudoeste de Minas,Varginha,2018,1980,919,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Carmo da Cachoeira,Sul Sudoeste de Minas,Varginha,2019,1620,919,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Carmo da Cachoeira,Sul Sudoeste de Minas,Varginha,2020,1800,919,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Carmo da Cachoeira,Sul Sudoeste de Minas,Varginha,2021,1440,919,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Carmo do Rio Claro,Sul Sudoeste de Minas,Alfenas,2012,1656,798,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Carmo do Rio Claro,Sul Sudoeste de Minas,Alfenas,2013,1944,798,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Carmo do Rio Claro,Sul Sudoeste de Minas,Alfenas,2014,1650,798,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Carmo do Rio Claro,Sul Sudoeste de Minas,Alfenas,2015,1530,798,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Carmo do Rio Claro,Sul Sudoeste de Minas,Alfenas,2016,2370,798,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Carmo do Rio Claro,Sul Sudoeste de Minas,Alfenas,2017,1815,798,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Carmo do Rio Claro,Sul Sudoeste de Minas,Alfenas,2018,2220,798,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Carmo do Rio Claro,Sul Sudoeste de Minas,Alfenas,2019,1937,798,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Carmo do Rio Claro,Sul Sudoeste de Minas,Alfenas,2020,2785,798,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Carmo do Rio Claro,Sul Sudoeste de Minas,Alfenas,2021,1644,798,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Carvalhopolis,Sul Sudoeste de Minas,Alfenas,2012,1560,815,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Carvalhopolis,Sul Sudoeste de Minas,Alfenas,2013,1200,815,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Carvalhopolis,Sul Sudoeste de Minas,Alfenas,2014,1380,815,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Carvalhopolis,Sul Sudoeste de Minas,Alfenas,2015,1440,815,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Carvalhopolis,Sul Sudoeste de Minas,Alfenas,2016,1800,815,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Carvalhopolis,Sul Sudoeste de Minas,Alfenas,2017,1440,815,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Carvalhopolis,Sul Sudoeste de Minas,Alfenas,2018,1560,815,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Carvalhopolis,Sul Sudoeste de Minas,Alfenas,2019,1560,815,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Carvalhopolis,Sul Sudoeste de Minas,Alfenas,2020,1680,815,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Carvalhopolis,Sul Sudoeste de Minas,Alfenas,2021,1140,815,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Cassia,Sul Sudoeste de Minas,Passos,2012,1380,709,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Cassia,Sul Sudoeste de Minas,Passos,2013,1560,709,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Cassia,Sul Sudoeste de Minas,Passos,2014,1440,709,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Cassia,Sul Sudoeste de Minas,Passos,2015,1140,709,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Cassia,Sul Sudoeste de Minas,Passos,2016,1560,709,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Cassia,Sul Sudoeste de Minas,Passos,2017,1598,709,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Cassia,Sul Sudoeste de Minas,Passos,2018,2100,709,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Cassia,Sul Sudoeste de Minas,Passos,2019,1564,709,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Cassia,Sul Sudoeste de Minas,Passos,2020,2168,709,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Cassia,Sul Sudoeste de Minas,Passos,2021,1315,709,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Claraval,Sul Sudoeste de Minas,Passos,2012,2550,792,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Claraval,Sul Sudoeste de Minas,Passos,2013,1422,792,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Claraval,Sul Sudoeste de Minas,Passos,2014,2500,792,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Claraval,Sul Sudoeste de Minas,Passos,2015,1020,792,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Claraval,Sul Sudoeste de Minas,Passos,2016,2340,792,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Claraval,Sul Sudoeste de Minas,Passos,2017,1225,792,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Claraval,Sul Sudoeste de Minas,Passos,2018,2550,792,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Claraval,Sul Sudoeste de Minas,Passos,2019,1680,792,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Claraval,Sul Sudoeste de Minas,Passos,2020,2796,792,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Claraval,Sul Sudoeste de Minas,Passos,2021,1050,792,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Conceicao da Aparecida,Sul Sudoeste de Minas,Alfenas,2012,1950,856,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Conceicao da Aparecida,Sul Sudoeste de Minas,Alfenas,2013,1698,856,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Conceicao da Aparecida,Sul Sudoeste de Minas,Alfenas,2014,1900,856,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Conceicao da Aparecida,Sul Sudoeste de Minas,Alfenas,2015,2520,856,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Conceicao da Aparecida,Sul Sudoeste de Minas,Alfenas,2016,1992,856,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Conceicao da Aparecida,Sul Sudoeste de Minas,Alfenas,2017,1854,856,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Conceicao da Aparecida,Sul Sudoeste de Minas,Alfenas,2018,2028,856,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Conceicao da Aparecida,Sul Sudoeste de Minas,Alfenas,2019,1968,856,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Conceicao da Aparecida,Sul Sudoeste de Minas,Alfenas,2020,2244,856,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Conceicao da Aparecida,Sul Sudoeste de Minas,Alfenas,2021,1620,856,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Conceicao das Pedras,Sul Sudoeste de Minas,Santa Rita do Sapucai,2012,1200,1063,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Conceicao das Pedras,Sul Sudoeste de Minas,Santa Rita do Sapucai,2013,1800,1063,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Conceicao das Pedras,Sul Sudoeste de Minas,Santa Rita do Sapucai,2014,1100,1063,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Conceicao das Pedras,Sul Sudoeste de Minas,Santa Rita do Sapucai,2015,1260,1063,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Conceicao das Pedras,Sul Sudoeste de Minas,Santa Rita do Sapucai,2016,1440,1063,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Conceicao das Pedras,Sul Sudoeste de Minas,Santa Rita do Sapucai,2017,1469,1063,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Conceicao das Pedras,Sul Sudoeste de Minas,Santa Rita do Sapucai,2018,1560,1063,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Conceicao das Pedras,Sul Sudoeste de Minas,Santa Rita do Sapucai,2019,1680,1063,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Conceicao das Pedras,Sul Sudoeste de Minas,Santa Rita do Sapucai,2020,1740,1063,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Conceicao das Pedras,Sul Sudoeste de Minas,Santa Rita do Sapucai,2021,1500,1063,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Conceicao do Rio Verde,Sul Sudoeste de Minas,Sao Lourenco,2012,1080,896,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Conceicao do Rio Verde,Sul Sudoeste de Minas,Sao Lourenco,2013,1200,896,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Conceicao do Rio Verde,Sul Sudoeste de Minas,Sao Lourenco,2014,900,896,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Conceicao do Rio Verde,Sul Sudoeste de Minas,Sao Lourenco,2015,1620,896,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Conceicao do Rio Verde,Sul Sudoeste de Minas,Sao Lourenco,2016,1620,896,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Conceicao do Rio Verde,Sul Sudoeste de Minas,Sao Lourenco,2017,2040,896,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Conceicao do Rio Verde,Sul Sudoeste de Minas,Sao Lourenco,2018,1980,896,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Conceicao do Rio Verde,Sul Sudoeste de Minas,Sao Lourenco,2019,1800,896,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Conceicao do Rio Verde,Sul Sudoeste de Minas,Sao Lourenco,2020,1800,896,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Conceicao do Rio Verde,Sul Sudoeste de Minas,Sao Lourenco,2021,1500,896,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Congonhal,Sul Sudoeste de Minas,Pouso Alegre,2012,1500,978,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Congonhal,Sul Sudoeste de Minas,Pouso Alegre,2013,1200,978,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Congonhal,Sul Sudoeste de Minas,Pouso Alegre,2014,1200,978,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Congonhal,Sul Sudoeste de Minas,Pouso Alegre,2015,1500,978,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Congonhal,Sul Sudoeste de Minas,Pouso Alegre,2016,1500,978,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Congonhal,Sul Sudoeste de Minas,Pouso Alegre,2017,2102,978,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Congonhal,Sul Sudoeste de Minas,Pouso Alegre,2018,1800,978,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Congonhal,Sul Sudoeste de Minas,Pouso Alegre,2019,1502,978,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Congonhal,Sul Sudoeste de Minas,Pouso Alegre,2020,1619,978,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Congonhal,Sul Sudoeste de Minas,Pouso Alegre,2021,1622,978,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Coqueiral,Sul Sudoeste de Minas,Varginha,2012,1200,845,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Coqueiral,Sul Sudoeste de Minas,Varginha,2013,1140,845,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Coqueiral,Sul Sudoeste de Minas,Varginha,2014,1140,845,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Coqueiral,Sul Sudoeste de Minas,Varginha,2015,1260,845,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Coqueiral,Sul Sudoeste de Minas,Varginha,2016,1680,845,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Coqueiral,Sul Sudoeste de Minas,Varginha,2017,1751,845,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Coqueiral,Sul Sudoeste de Minas,Varginha,2018,1800,845,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Coqueiral,Sul Sudoeste de Minas,Varginha,2019,1500,845,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Coqueiral,Sul Sudoeste de Minas,Varginha,2020,2160,845,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Coqueiral,Sul Sudoeste de Minas,Varginha,2021,1500,845,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Divisa Nova,Sul Sudoeste de Minas,Alfenas,2012,1800,869,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Divisa Nova,Sul Sudoeste de Minas,Alfenas,2013,1800,869,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Divisa Nova,Sul Sudoeste de Minas,Alfenas,2014,1080,869,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Divisa Nova,Sul Sudoeste de Minas,Alfenas,2015,1080,869,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Divisa Nova,Sul Sudoeste de Minas,Alfenas,2016,1680,869,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Divisa Nova,Sul Sudoeste de Minas,Alfenas,2017,2281,869,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Divisa Nova,Sul Sudoeste de Minas,Alfenas,2018,1800,869,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Divisa Nova,Sul Sudoeste de Minas,Alfenas,2019,1800,869,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Divisa Nova,Sul Sudoeste de Minas,Alfenas,2020,1800,869,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Divisa Nova,Sul Sudoeste de Minas,Alfenas,2021,1260,869,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Guape,Sul Sudoeste de Minas,Varginha,2012,1200,829,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Guape,Sul Sudoeste de Minas,Varginha,2013,1800,829,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Guape,Sul Sudoeste de Minas,Varginha,2014,1440,829,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Guape,Sul Sudoeste de Minas,Varginha,2015,1800,829,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Guape,Sul Sudoeste de Minas,Varginha,2016,1920,829,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Guape,Sul Sudoeste de Minas,Varginha,2017,1920,829,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Guape,Sul Sudoeste de Minas,Varginha,2018,2100,829,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Guape,Sul Sudoeste de Minas,Varginha,2019,1618,829,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Guape,Sul Sudoeste de Minas,Varginha,2020,1848,829,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Guape,Sul Sudoeste de Minas,Varginha,2021,1377,829,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Guaranesia,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2012,1980,726,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Guaranesia,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2013,1518,726,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Guaranesia,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2014,1860,726,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Guaranesia,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2015,1650,726,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Guaranesia,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2016,2630,726,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Guaranesia,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2017,1361,726,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Guaranesia,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2018,1698,726,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Guaranesia,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2019,1260,726,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Guaranesia,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2020,1565,726,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Guaranesia,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2021,1031,726,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Guaxupe,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2012,1800,824,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
Guaxupe,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2013,1200,824,"0,1982982782","908,6080498","1346,613883","21,56809938","14,82517392","68,70291061","1,996814001"
Guaxupe,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2014,1800,824,"0,1132905698","909,1807222","1495,142717","22,85072456","13,48398751","59,8419428","2,198578678"
Guaxupe,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2015,1500,824,"0,1821421322","908,483797","1423,723568","23,46453462","15,8018901","66,10966429","1,787797155"
Guaxupe,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2016,1620,824,"0,1534177848","909,027482","1411,095369","22,51454827","14,6007571","64,63473452","1,978855732"
Guaxupe,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2017,1511,824,"0,1480334636","909,2214932","1389,859947","22,31290535","14,17060947","63,63812545","2,088801302"
Guaxupe,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2018,1800,824,"0,166645632","908,5662085","1192,791685","21,70802692","14,72084031","67,75710772","1,891698372"
Guaxupe,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2019,1320,824,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Guaxupe,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2020,1740,824,"0,138441802","909,280185","1219,010675","20,03322912","14,41001335","73,84641571","1,552561046"
Guaxupe,Sul Sudoeste de Minas,Sao Sebastiao do Paraiso,2021,1020,824,"0,1258420716","908,5074625","1409,035466","19,5474043","12,71395907","70,35068943","1,69783749"
Ibiraci,Sul Sudoeste de Minas,Passos,2012,2490,1054,"0,1320847739","908,8522084","1449,779354","22,08919743","14,29757226","64,74409164","2,094559226"
