Média PRECIPITACAO TOTAL, HORARIO (mm);Média PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);Média PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);Média PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);Média RADIACAO GLOBAL (KJ/m2);Média TEMPERATURA DO AR - BULBO SECO, HORARIA (oC);Média TEMPERATURA DO PONTO DE ORVALHO (oC);Média TEMPERATURA MAXIMA NA HORA ANT. (AUT) (oC);Média TEMPERATURA MINIMA NA HORA ANT. (AUT) (oC);Média TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (oC);Média TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (oC);Média UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);Média UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);Média UMIDADE RELATIVA DO AR, HORARIA (%);Média VENTO, DIRECAO HORARIA (gr) (o (gr));Média VENTO, RAJADA MAXIMA (m/s);Média VENTO, VELOCIDADE HORARIA (m/s)
0,12425249169435215;927,4839977851607;927,8259413067553;927,2607142857142;1590,3539313399779;23,870487264673315;14,946262458471761;24,63001107419712;22,707779623477297;15,786212624584719;14,102574750830565;65,71982281284608;57,51633444075305;60,789313399778514;159,03100775193798;5,371511627906977;2,1992248062015505
