Média PRECIPITACAO TOTAL, HORARIO (mm) Total;Média PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB) Total;Média PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB) Total;Média PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB) Total;Média RADIACAO GLOBAL (KJ/m2) Total;Média TEMPERATURA DO AR - BULBO SECO, HORARIA (oC) Total;Média TEMPERATURA DO PONTO DE ORVALHO (oC) Total;Média TEMPERATURA MAXIMA NA HORA ANT. (AUT) (oC) Total;Média TEMPERATURA MINIMA NA HORA ANT. (AUT) (oC) Total;Média TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (oC) Total;Média TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (oC) Total;Média UMIDADE REL. MAX. NA HORA ANT. (AUT) (%) Total;Média UMIDADE REL. MIN. NA HORA ANT. (AUT) (%) Total;Média UMIDADE RELATIVA DO AR, HORARIA (%) Total;Média VENTO, DIRECAO HORARIA (gr) (o (gr)) Total;Média VENTO, RAJADA MAXIMA (m/s) Total;Média VENTO, VELOCIDADE HORARIA (m/s) Total
0,13348784823370913;918,6605797576988;918,985259168187;918,4338730175642;1514,385489002612;23,046782093875116;14,611432955210734;23,779686977541772;21,921064326974104;15,469336868439814;13,79120853458852;67,76572858093827;59,40881712448903;62,67997525944604;167,02690383335232;5,178063506261181;2,060650118847632
